Unique Vintages,Project ID,VCS + ID,Vintage Year ,Issuance Date,Issuance Year,Project Name,Credits Issued
1554-2019-22221,1554,VCS1554,2019,05/26/2020,2020,La Mina Hydropower Plant,22221
1554-2018-38392,1554,VCS1554,2018,05/26/2020,2020,La Mina Hydropower Plant,38392
1558-2016-54782,1558,VCS1558,2016,11/28/2016,2016,"Agroforestry and forest restoration for ecological connectivity, poverty reduction and biodiversity conservation in Cerro San Gil, Caribbean Guatemala",54782
156-2008-32556,156,VCS156,2008,10/26/2009,2009,Zhejiang Cixi Wind Farm Project,32556
1560-2021-134120,1560,VCS1560,2021,10/04/2021,2021,Tejuva-Chandgarh Wind Project,134120
1560-2020-113601,1560,VCS1560,2020,10/04/2021,2021,Tejuva-Chandgarh Wind Project,113601
1560-2020-231460,1560,VCS1560,2020,10/23/2020,2020,Tejuva-Chandgarh Wind Project,231460
1560-2019-369475,1560,VCS1560,2019,10/23/2020,2020,Tejuva-Chandgarh Wind Project,369475
1560-2018-140989,1560,VCS1560,2018,10/23/2020,2020,Tejuva-Chandgarh Wind Project,140989
1560-2018-253346,1560,VCS1560,2018,07/11/2019,2019,Tejuva-Chandgarh Wind Project,253346
1560-2017-357254,1560,VCS1560,2017,09/18/2018,2018,Tejuva-Chandgarh Wind Project,357254
1560-2016-106922,1560,VCS1560,2016,09/18/2018,2018,Tejuva-Chandgarh Wind Project,106922
1560-2016-243018,1560,VCS1560,2016,09/25/2017,2017,Tejuva-Chandgarh Wind Project,243018
1560-2015-140872,1560,VCS1560,2015,06/23/2017,2017,Tejuva-Chandgarh Wind Project,140872
1563-2012-15327,1563,VCS1563,2012,12/05/2017,2017,"Adani Enterprises Limited Solar PV Power Project in Gujarat, India",15327
1564-2012-25200,1564,VCS1564,2012,09/09/2016,2016,"Landfill gas recovery and electricity generation at “Mtoni Dumpsite”, Dar Es Salaam, Tanzania",25200
1566-2018-3175941,1566,VCS1566,2018,07/22/2021,2021,REDD+ Project Resguardo Indigena Unificado Selva de Mataven (RIU SM),3175941
